step,t_sec,agent_1_speed,agent_2_speed,agent_3_speed,agent_4_speed,agent_5_speed,agent_6_speed,agent_7_speed,agent_8_speed
879,43.95,0.681008,0.486068,0.745319,0.722909,0.750438,0.736261,0.750889,0.755252
880,44.0,0.665167,0.529413,0.748519,0.753042,0.749296,0.734555,0.749183,0.744664
881,44.050000000000004,0.661572,0.507402,0.747526,0.744555,0.746473,0.737507,0.749920,0.748834
882,44.1,0.682628,0.438685,0.746709,0.748324,0.747872,0.737482,0.749647,0.747512
883,44.150000000000006,0.667735,0.398179,0.747863,0.747319,0.607257,0.740242,0.748659,0.746908
884,44.2,0.649470,0.460618,0.747113,0.746948,0.625383,0.743766,0.870404,0.748165
885,44.25,0.654774,0.401205,0.754572,0.748220,0.754614,0.742087,0.684113,0.747127
886,44.300000000000004,0.651215,0.393536,0.750501,0.747705,0.725706,0.743518,0.724953,0.748508
887,44.35,0.639040,0.391639,0.751409,0.748646,0.738398,0.746147,0.715435,0.747772
888,44.400000000000006,0.662005,0.488099,0.750783,0.748448,0.734370,0.743062,0.702072,0.746815
889,44.45,0.647052,0.451550,0.749683,0.749492,0.734387,0.747504,0.688125,0.747854
890,44.5,0.644633,0.826651,0.750015,0.749288,0.736046,0.754313,0.687338,0.747186
891,44.550000000000004,0.639377,0.384553,0.749684,0.748516,0.737320,0.744739,0.661066,0.748072
892,44.6,0.656389,0.848174,0.748750,0.749575,0.738878,0.382442,0.618953,0.747611
893,44.650000000000006,0.618534,0.722216,0.822605,0.746559,0.739266,0.850889,0.623927,0.748661
894,44.7,0.777282,0.755440,0.647019,0.749301,0.740996,0.727681,0.557047,0.752692
895,44.75,0.576753,0.745802,0.699455,0.748684,0.742411,0.757606,0.506682,0.750427
896,44.800000000000004,0.624618,0.747355,0.660189,0.747627,0.744696,0.747878,0.454737,0.750257
897,44.85,0.622428,0.747881,0.659162,0.748611,0.747526,0.751892,0.473088,0.749962
898,44.900000000000006,0.603846,0.747317,0.673828,0.747949,0.745550,0.749042,0.393727,0.750014
899,44.95,0.566191,0.748535,0.650615,0.748823,0.748630,0.750675,0.387925,0.750049
900,45.0,0.575880,0.747878,0.633625,0.748408,0.747441,0.749002,0.367152,0.748979
901,45.050000000000004,0.536268,0.748958,0.616898,0.749411,0.267686,0.748032,0.364951,0.803594
902,45.1,0.497385,0.313877,0.600298,0.754225,0.875997,0.748875,0.217985,0.720973
903,45.150000000000006,0.428512,0.865672,0.770312,0.754906,0.023850,0.361944,0.890259,0.741614
904,45.2,0.569779,0.204244,0.435934,0.746971,0.939354,0.852561,0.271450,0.733124
905,45.25,0.399443,0.894679,0.816221,0.756333,0.065115,0.716687,1.000000,0.742597
906,45.300000000000004,0.495357,0.303492,0.708851,0.746477,0.927502,0.755098,0.656353,0.720391
907,45.35,0.379052,0.867625,0.737806,0.756110,0.692571,0.456052,0.768546,0.734699
908,45.400000000000006,0.497035,0.715223,0.732992,0.744919,0.761012,0.826376,0.736247,0.717238
909,45.45,0.429461,0.756294,0.730198,0.834933,0.742511,0.725235,0.084438,0.714504
910,45.5,0.245928,0.746365,0.724070,0.665914,0.350962,0.759398,0.926719,0.710580
911,45.550000000000004,0.879319,0.408841,0.058439,0.714810,0.854422,0.752925,0.145656,0.686090
912,45.6,0.027793,0.839853,0.894719,0.702564,0.160885,0.747532,0.978623,0.723431
913,45.650000000000006,0.937773,0.720054,0.638750,0.710984,0.904479,0.756830,0.678030,0.662420
914,45.7,0.693388,0.754161,0.715415,0.706365,0.704280,0.745270,0.769351,0.678144
915,45.75,0.762775,0.746177,0.675797,0.712974,0.759580,0.750961,0.741761,0.625891
916,45.800000000000004,0.744021,0.748036,0.660072,0.708862,0.745558,0.748610,0.755851,0.612087
917,45.85,0.255562,0.746761,0.655685,0.706689,0.749232,0.878762,0.748752,0.524146
918,45.900000000000006,0.879943,0.753526,0.631854,0.726804,0.749335,0.645080,0.754372,0.430477
919,45.95,0.710311,0.749809,0.654833,0.720999,0.749137,0.713775,0.748503,0.385074
920,46.0,0.758339,0.750633,0.661918,0.716262,0.748197,0.688980,0.749137,0.261616
921,46.050000000000004,0.744855,0.750078,0.686506,0.721740,0.749189,0.683825,0.750320,0.207835
922,46.1,0.747507,0.749064,0.728499,0.714972,0.748476,0.666462,0.748388,0.170457
923,46.150000000000006,0.748054,0.749435,0.737996,0.706896,0.749525,0.675334,0.749847,0.185821
924,46.2,0.747481,0.749144,0.744204,0.703875,0.748878,0.646429,0.748219,0.200528
925,46.25,0.748665,0.735169,0.745976,0.695364,0.749947,0.622563,0.747222,0.286751
926,46.300000000000004,0.748049,0.653885,0.745489,0.757926,0.754238,0.638594,0.748109,0.269682
927,46.35,0.746949,0.674206,0.746656,0.646589,0.750188,0.590337,0.747402,0.366122
928,46.400000000000006,0.748413,0.681400,0.745739,0.660660,0.750946,0.786116,0.748308,0.357039
929,46.45,0.747365,0.667082,0.185723,0.645986,0.750203,0.495992,0.747706,0.382072
930,46.5,0.340486,0.660373,0.898038,0.633198,0.750378,0.813385,0.748732,0.143485
931,46.550000000000004,0.858451,0.645249,0.072148,0.604803,0.754889,0.268078,0.343540,0.536029
932,46.6,0.104314,0.676033,0.926910,0.613973,0.745675,0.874434,0.857564,0.032251
933,46.650000000000006,0.920510,0.646117,0.047112,0.606698,0.910848,0.090246,0.372792,0.936481
934,46.7,0.189651,0.772997,0.933274,0.520801,0.581999,0.923021,0.858910,0.101928
935,46.75,0.897739,0.741338,0.038225,0.594546,0.669767,0.036032,0.717518,0.970965
936,46.800000000000004,0.388814,0.750989,0.935874,0.458137,0.656107,0.954875,0.766000,0.022676
937,46.85,0.845189,0.748367,0.215098,0.552138,0.635599,0.671612,0.742251,0.950452
938,46.900000000000006,0.718309,0.750948,0.889158,0.440604,0.626888,0.761089,0.757564,0.682932
939,46.95,0.755483,0.748973,0.706283,0.553739,0.608741,0.736026,0.746101,0.773681
940,47.0,0.745640,0.746715,0.758407,0.484477,0.600614,0.743210,0.750459,0.749139
941,47.050000000000004,0.747216,0.407677,0.744051,0.482946,0.640697,0.742120,0.868161,0.752057
942,47.1,0.753667,0.536780,0.749324,0.484873,0.536582,0.741323,0.679351,0.749902
943,47.150000000000006,0.749870,0.562173,0.747803,0.542112,0.569320,0.230468,0.735513,0.753423
944,47.2,0.750743,0.529832,0.747203,0.381702,0.538514,0.884932,0.724783,0.372847
945,47.25,0.754656,0.483732,0.450339,0.841052,0.511528,0.132178,0.727075,0.851563
946,47.300000000000004,0.745638,0.813959,0.828287,0.234195,0.569465,0.912755,0.731379,0.297553
947,47.35,0.755285,0.304288,0.463828,0.882566,0.592301,0.708134,0.730830,0.870828
948,47.400000000000006,0.744794,0.863493,0.824947,0.340382,0.449697,0.757775,0.725484,0.715853
949,47.45,0.849430,0.386461,0.726420,0.857973,0.620675,0.441348,0.735083,0.757664
950,47.5,0.689533,0.841117,0.762978,0.331056,0.551449,0.834556,0.723751,0.395988
951,47.550000000000004,0.746849,0.310847,0.745045,0.860809,0.628270,0.245208,0.726115,0.844211
952,47.6,0.720592,0.861759,0.757674,0.197723,0.486461,0.889003,0.727094,0.425261
953,47.650000000000006,0.739476,0.278837,0.745354,0.895929,0.674864,0.276222,0.725393,0.835144
954,47.7,0.710904,0.870591,0.755380,0.134607,0.505867,0.877661,0.724395,0.720860
955,47.75,0.740390,0.265166,0.745909,0.912314,0.636873,0.713266,0.726495,0.753932
956,47.800000000000004,0.708317,0.678194,0.750553,0.700364,0.526228,0.757815,0.725329,0.745656
957,47.85,0.721095,0.496058,0.747829,0.758445,0.602465,0.746761,0.727436,0.747928
958,47.900000000000006,0.716426,0.815248,0.701713,0.460220,0.521781,0.748593,0.726251,0.746453
959,47.95,0.713582,0.419917,0.727302,0.825282,0.590404,0.447337,0.722702,0.757560
960,48.0,0.691072,0.835964,0.723879,0.309572,0.564728,0.830042,0.726349,0.746946
961,48.050000000000004,0.713296,0.306694,0.729507,0.866185,0.609186,0.722677,0.723145,0.756256
962,48.1,0.675203,0.865088,0.728293,0.713039,0.480801,0.754313,0.719276,0.746919
963,48.150000000000006,0.673720,0.383409,0.727916,0.755321,0.648773,0.745709,0.715567,0.750279
964,48.2,0.673376,0.843642,0.731399,0.488715,0.502680,0.746884,0.718287,0.748827
965,48.25,0.641132,0.383291,0.729239,0.817067,0.806533,0.522487,0.712538,0.752235
966,48.300000000000004,0.616402,0.844310,0.728379,0.452080,0.451658,0.808020,0.708069,0.772216
967,48.35,0.598083,0.404599,0.732026,0.827175,0.823570,0.735995,0.700490,0.741441
968,48.400000000000006,0.608422,0.839545,0.726718,0.722507,0.386196,0.758871,0.704999,0.750721
969,48.45,0.497303,0.435659,0.724121,0.753681,0.843509,0.746542,0.694543,0.753792
970,48.5,0.618332,0.830860,0.730891,0.510930,0.407956,0.754617,0.686121,0.749731
971,48.550000000000004,0.448178,0.424914,0.725809,0.810225,0.837424,0.746193,0.689335,0.750070
972,48.6,0.579364,0.833862,0.732081,0.727015,0.349332,0.754113,0.674648,0.755662
973,48.650000000000006,0.364543,0.721468,0.728064,0.750723,0.852346,0.747190,0.658759,0.751197
974,48.7,0.602524,0.753514,0.725297,0.745332,0.716120,0.749440,0.675695,0.759778
975,48.75,0.474439,0.744022,0.730374,0.746714,0.753714,0.849229,0.650865,0.751583
976,48.800000000000004,0.533151,0.747924,0.715953,0.754463,0.458567,0.392018,0.776245,0.743410
977,48.85,0.401746,0.510043,0.711498,0.753876,0.823576,0.590889,0.741872,0.753060
978,48.900000000000006,0.840129,0.812251,0.723988,0.747082,0.423198,0.513042,0.748753,0.650458
979,48.95,0.714464,0.727535,0.710678,0.754219,0.832498,0.601907,0.743047,0.671740
980,49.0,0.752876,0.750807,0.710669,0.747042,0.722294,0.564130,0.745272,0.679532
981,49.050000000000004,0.743750,0.745382,0.722336,0.750406,0.752879,0.579776,0.742273,0.666156
982,49.1,0.744530,0.746382,0.710191,0.749196,0.745677,0.630622,0.474936,0.661396
983,49.150000000000006,0.749409,0.747215,0.708107,0.748521,0.747752,0.558321,0.817951,0.655753
984,49.2,0.752761,0.746762,0.722049,0.806068,0.746311,0.623574,0.484650,0.666258
985,49.25,0.746398,0.753893,0.692824,0.689597,0.747819,0.583449,0.818299,0.656605
986,49.300000000000004,0.752832,0.749917,0.719873,0.725751,0.746994,0.622742,0.725897,0.649150
987,49.35,0.748186,0.749673,0.713578,0.721199,0.748099,0.597314,0.546478,0.643753
988,49.400000000000006,0.752224,0.749516,0.708757,0.722617,0.747549,0.625584,0.801888,0.656978
989,49.45,0.748186,0.749386,0.724450,0.721331,0.748293,0.625607,0.500222,0.645249
990,49.5,0.482179,0.748405,0.708282,0.726012,0.747907,0.578562,0.813594,0.639343
991,49.550000000000004,0.822004,0.752152,0.705094,0.723341,0.509411,0.652237,0.408206,0.652304
992,49.6,0.432777,0.745345,0.716664,0.722275,0.812496,0.563920,0.836562,0.642762
993,49.650000000000006,0.832379,0.873213,0.702591,0.725574,0.727404,0.636349,0.418776,0.628455
994,49.7,0.500349,0.710371,0.697680,0.730884,0.761684,0.589800,0.833293,0.664642
995,49.75,0.814427,0.756667,0.690315,0.733162,0.745326,0.639450,0.460809,0.640211
996,49.800000000000004,0.725547,0.748460,0.679033,0.728614,0.754117,0.566049,0.822529,0.640915
997,49.85,0.752045,0.750890,0.672889,0.725528,0.747032,0.659200,0.476817,0.650709
998,49.900000000000006,0.528192,0.749874,0.666831,0.727243,0.753365,0.580292,0.819007,0.642504
999,49.95,0.806183,0.753165,0.660013,0.721932,0.744965,0.635155,0.466923,0.629534
1000,50.0,0.728176,0.752387,0.671540,0.714740,0.752644,0.559442,0.820106,0.626784
1001,50.050000000000004,0.749646,0.755219,0.658961,0.716461,0.745945,0.622798,0.724195,0.650755
1002,50.1,0.744653,0.754614,0.655032,0.705951,0.860122,0.584890,0.549115,0.634957
1003,50.150000000000006,0.754763,0.754107,0.666561,0.698471,0.656255,0.606606,0.796792,0.652551
1004,50.2,0.750941,0.756430,0.655158,0.699739,0.721139,0.615646,0.547327,0.637202
1005,50.25,0.750314,0.755693,0.648374,0.681388,0.722195,0.573082,0.797661,0.631614
1006,50.300000000000004,0.751225,0.757860,0.672809,0.663007,0.720021,0.644901,0.567583,0.648792
1007,50.35,0.749292,0.757416,0.657175,0.666956,0.718502,0.588331,0.792540,0.637751
1008,50.400000000000006,0.749780,0.756298,0.652495,0.641577,0.722012,0.784469,0.552105,0.624995
1009,50.45,0.746175,0.755752,0.664332,0.617385,0.716796,0.547281,0.797954,0.661750
1010,50.5,0.750654,0.756906,0.653367,0.635946,0.712674,0.796149,0.729064,0.625505
1011,50.550000000000004,0.746722,0.755975,0.644986,0.600007,0.718800,0.576596,0.750186,0.645874
1012,50.6,0.847958,0.754909,0.670085,0.581112,0.708813,0.789293,0.742940,0.613459
1013,50.650000000000006,0.685946,0.753493,0.651514,0.614216,0.754591,0.562931,0.754644,0.778240
1014,50.7,0.732515,0.754138,0.658577,0.579588,0.745463,0.794770,0.747267,0.574050
1015,50.75,0.725020,0.753200,0.658384,0.568130,0.629539,0.729779,0.751659,0.789075
1016,50.800000000000004,0.721840,0.751437,0.661458,0.557966,0.682358,0.747718,0.747479,0.563998
1017,50.85,0.718766,0.751930,0.639481,0.613822,0.652830,0.601462,0.751380,0.792655
1018,50.900000000000006,0.725122,0.750573,0.673062,0.584027,0.649416,0.783326,0.745204,0.564952
1019,50.95,0.716761,0.752607,0.644974,0.588838,0.673817,0.733033,0.750638,0.790732
1020,51.0,0.714258,0.750067,0.676559,0.627379,0.652366,0.747396,0.746024,0.586060
1021,51.050000000000004,0.717815,0.748534,0.651442,0.609726,0.649068,0.591860,0.747822,0.785498
1022,51.1,0.710581,0.660986,0.768932,0.615141,0.673331,0.793571,0.726223,0.588221
1023,51.150000000000006,0.708047,0.659590,0.585104,0.632922,0.652866,0.736045,0.730809,0.786133
1024,51.2,0.717115,0.606162,0.786769,0.616599,0.650717,0.754153,0.725692,0.579735
1025,51.25,0.706886,0.615866,0.732154,0.611537,0.668635,0.745266,0.723676,0.789531
1026,51.300000000000004,0.705100,0.544563,0.747665,0.634004,0.650194,0.747869,0.716090,0.732003
1027,51.35,0.717983,0.464033,0.743533,0.603088,0.647185,0.747019,0.721923,0.747024
1028,51.400000000000006,0.704191,0.460693,0.745978,0.589293,0.634122,0.747107,0.722937,0.743929
1029,51.45,0.721972,0.364891,0.745025,0.628488,0.623471,0.747506,0.726155,0.744394
1030,51.5,0.706001,0.316058,0.746291,0.563354,0.649120,0.747304,0.739133,0.745124
1031,51.550000000000004,0.703609,0.287969,0.745744,0.541179,0.622964,0.746408,0.742912,0.744666
1032,51.6,0.721378,0.280261,0.745049,0.495045,0.612664,0.851348,0.746517,0.745786
1033,51.650000000000006,0.701583,0.383728,0.746089,0.660078,0.589263,0.675662,0.750738,0.752287
1034,51.7,0.698107,0.344746,0.745696,0.582286,0.638869,0.719724,0.747450,0.747455
1035,51.75,0.716067,0.847132,0.746715,0.531887,0.601717,0.706888,0.753194,0.748182
1036,51.800000000000004,0.694983,0.710319,0.746018,0.546019,0.589440,0.717082,0.754859,0.747308
1037,51.85,0.711512,0.751966,0.745159,0.467833,0.575162,0.708447,0.751267,0.747389
1038,51.900000000000006,0.690372,0.740882,0.745950,0.394977,0.592148,0.720279,0.758466,0.747467
1039,51.95,0.683690,0.743779,0.745252,0.327270,0.541464,0.722873,0.753278,0.746429
1040,52.0,0.664767,0.742261,0.746128,0.456270,0.501339,0.730363,0.758358,0.747166
1041,52.050000000000004,0.647626,0.744817,0.745465,0.347628,0.598281,0.731066,0.753765,0.746847
1042,52.1,0.673528,0.744150,0.746496,0.345961,0.503747,0.275164,0.756605,0.743713
1043,52.150000000000006,0.593712,0.086150,0.751415,0.178661,0.795517,0.998706,0.753637,0.689629
1044,52.2,0.633079,0.922418,0.755103,0.371722,0.218237,0.577768,0.751600,0.685253
1045,52.25,0.505640,0.217032,0.744250,0.218043,0.875105,1.000000,0.752962,0.711774
1046,52.300000000000004,0.633562,0.888788,0.755393,0.351160,0.021089,0.655544,0.750264,0.659704
1047,52.35,0.454695,0.709326,0.744252,0.316568,0.929349,0.910911,0.751929,0.676707
1048,52.400000000000006,0.799684,0.502159,0.749825,0.808594,0.677017,0.290678,0.751555,0.630857
1049,52.45,0.713046,0.588709,0.749651,0.669842,0.739715,0.546588,0.748724,0.620012
1050,52.5,0.739634,0.614904,0.749071,0.710079,0.719270,0.429306,0.749384,0.571580
1051,52.550000000000004,0.734581,0.602474,0.748787,0.701609,0.727728,0.808934,0.748249,0.518760
1052,52.6,0.730389,0.605130,0.779494,0.707209,0.725009,0.683797,0.748559,0.480965
1053,52.650000000000006,0.729779,0.682907,0.732161,0.773568,0.732436,0.710474,0.754068,0.376130
1054,52.7,0.724031,0.659996,0.746036,0.758459,0.736405,0.697946,0.750467,0.330208
1055,52.75,0.725343,0.665724,0.745377,0.762905,0.738690,0.680788,0.750642,0.266435
1056,52.800000000000004,0.718905,0.682801,0.746431,0.760108,0.745408,0.088096,0.748825,0.248948
1057,52.85,0.733439,0.635906,0.746569,0.755664,0.746403,0.860740,0.749066,0.310968
1058,52.900000000000006,0.327626,0.644715,0.748841,0.760813,0.746353,0.164289,0.748645,0.857490
1059,52.95,0.457996,0.659345,0.749468,0.757063,0.750213,0.826819,0.748768,0.705885
1060,53.0,0.792983,0.648594,0.748445,0.759136,0.748231,0.456238,0.748720,0.746776
1061,53.050000000000004,0.708455,0.646484,0.748785,0.755713,0.745840,0.542410,0.747591,0.726661
1062,53.1,0.731596,0.663411,0.745241,0.759768,0.747329,0.458987,0.807404,0.732609
1063,53.150000000000006,0.732227,0.747893,0.743299,0.753135,0.747807,0.360722,0.419851,0.733176
1064,53.2,0.022402,0.726724,0.744555,0.755374,0.747574,0.332765,0.530334,0.825587
1065,53.25,0.904332,0.756312,0.748200,0.701038,0.589274,0.866775,0.581817,0.368749
1066,53.300000000000004,0.655130,0.749004,0.730563,0.710367,0.549264,0.719628,0.613219,0.570436
1067,53.35,0.728151,0.751777,0.735513,0.718997,0.578580,0.759023,0.532668,0.789472
1068,53.400000000000006,0.714854,0.751065,0.725556,0.711026,0.630256,0.748708,0.495377,0.453070
1069,53.45,0.716990,0.750337,0.727216,0.703942,0.549779,0.753721,0.525986,0.823398
1070,53.5,0.714363,0.751778,0.718496,0.711684,0.620277,0.750849,0.461899,0.724576
1071,53.550000000000004,0.720489,0.750025,0.709149,0.697669,0.617208,0.752444,0.454245,0.500042
1072,53.6,0.715849,0.866206,0.708505,0.700560,0.573707,0.754121,0.440911,0.812137
1073,53.650000000000006,0.721314,0.698594,0.639842,0.630902,0.618769,0.751527,0.543470,0.737380
1074,53.7,0.715494,0.749194,0.626866,0.588925,0.625487,0.755053,0.513606,0.753860
1075,53.75,0.713386,0.738819,0.636926,0.526731,0.617818,0.760758,0.524407,0.749120
1076,53.800000000000004,0.717176,0.742399,0.597654,0.437412,0.614081,0.752764,0.589789,0.749251
1077,53.85,0.712256,0.741965,0.579578,0.441893,0.639780,0.759500,0.566970,0.747777
1078,53.900000000000006,0.719125,0.746576,0.614466,0.316637,0.625621,0.753545,0.579201,0.748103
1079,53.95,0.713693,0.745020,0.636596,0.283319,0.623916,0.757945,0.574659,0.747489
1080,54.0,0.711336,0.747362,0.703775,0.134233,0.645890,0.752835,0.578291,0.729848
1081,54.050000000000004,0.720010,0.691970,0.759184,0.902234,0.775735,0.751891,0.575981,0.703010
1082,54.1,0.712028,0.703820,0.732420,0.697368,0.739831,0.752417,0.579007,0.702029
1083,54.150000000000006,0.707005,0.712751,0.746991,0.755645,0.750075,0.750085,0.617580,0.702344
1084,54.2,0.709454,0.707138,0.741388,0.744153,0.746396,0.750974,0.597750,0.680674
1085,54.25,0.694917,0.702645,0.741623,0.747262,0.748301,0.748974,0.600570,0.658801
1086,54.300000000000004,0.686222,0.711073,0.744394,0.749520,0.747535,0.747411,0.631283,0.667159
1087,54.35,0.688745,0.703466,0.741648,0.748199,0.746357,0.747986,0.613685,0.629064
1088,54.400000000000006,0.661321,0.713286,0.739993,0.747887,0.747581,0.746569,0.614120,0.605528
1089,54.45,0.640419,0.705181,0.742697,0.750566,0.746826,0.746801,0.637354,0.624822
1090,54.5,0.639610,0.700749,0.740506,0.748677,0.758728,0.746042,0.622957,0.583021
1091,54.550000000000004,0.582371,0.709387,0.744193,0.750792,0.683958,0.753352,0.650301,0.568493
1092,54.6,0.545818,0.701427,0.742963,0.749250,0.719782,0.749203,0.636199,0.550322
1093,54.650000000000006,0.556261,0.695976,0.742360,0.748077,0.716958,0.748687,0.634469,0.587806
1094,54.7,0.481130,0.689367,0.744168,0.748698,0.718311,0.748079,0.654365,0.557025
1095,54.75,0.469690,0.683472,0.746809,0.748124,0.718457,0.747823,0.642302,0.560261
1096,54.800000000000004,0.428539,0.695603,0.746348,0.421505,0.723523,0.747660,0.640179,0.553918
1097,54.85,0.436842,0.683520,0.752693,0.836480,0.720725,0.747172,0.658028,0.523494
1098,54.900000000000006,0.422171,0.699271,0.746781,0.379237,0.721098,0.746198,0.647034,0.618716
1099,54.95,0.526647,0.686613,0.755161,0.532582,0.722437,0.746276,0.766962,0.456504
1100,55.0,0.490562,0.689212,0.753550,0.547982,0.722989,0.746709,0.735202,0.619554
1101,55.050000000000004,0.506444,0.698558,0.752462,0.507530,0.722015,0.862550,0.743611,0.538166
1102,55.1,0.812556,0.664073,0.741889,0.503919,0.721711,0.721968,0.750111,0.495097
1103,55.150000000000006,0.344057,0.686765,0.749653,0.565426,0.718529,0.761948,0.747598,0.487457
1104,55.2,0.857535,0.673910,0.743283,0.503783,0.721466,0.754420,0.747491,0.581443
1105,55.25,0.399628,0.672734,0.749102,0.813232,0.714466,0.756589,0.746784,0.502232
1106,55.300000000000004,0.842359,0.681469,0.493532,0.364318,0.708673,0.757604,0.745377,0.594875
1107,55.35,0.385953,0.673984,0.815600,0.850122,0.710373,0.755326,0.745756,0.536127
1108,55.400000000000006,0.846519,0.671346,0.727655,0.293032,0.700849,0.755331,0.745123,0.626227
1109,55.45,0.719044,0.680516,0.752058,0.869821,0.688084,0.754702,0.743866,0.451334
1110,55.5,0.757803,0.673207,0.745974,0.436018,0.691778,0.753675,0.744460,0.632445
1111,55.550000000000004,0.498164,0.683556,0.748063,0.830993,0.667725,0.754638,0.743616,0.782177
1112,55.6,0.815727,0.676394,0.557877,0.363781,0.648716,0.753571,0.844126,0.737857
1113,55.650000000000006,0.470296,0.758545,0.800640,0.850262,0.653404,0.753364,0.670238,0.745140
1114,55.7,0.822494,0.734204,0.732775,0.719379,0.616112,0.753083,0.726305,0.750613
1115,55.75,0.726409,0.741576,0.753354,0.754920,0.581274,0.752284,0.717811,0.747702
1116,55.800000000000004,0.753811,0.740187,0.747957,0.746551,0.606530,0.752998,0.722184,0.747773
1117,55.85,0.747001,0.740569,0.748195,0.748587,0.557909,0.752334,0.721683,0.746133
1118,55.900000000000006,0.750102,0.739481,0.747231,0.747004,0.533859,0.753142,0.727469,0.749374
1119,55.95,0.749216,0.740746,0.746238,0.750085,0.505635,0.752688,0.725151,0.747791
1120,56.0,0.748619,0.740023,0.747023,0.747980,0.570616,0.753446,0.724930,0.746835
1121,56.050000000000004,0.750137,0.739233,0.746237,0.749077,0.528112,0.752938,0.727538,0.747999
1122,56.1,0.750010,0.740149,0.747356,0.748286,0.526971,0.752118,0.725551,0.747088
1123,56.150000000000006,0.750906,0.739363,0.746732,0.747297,0.522489,0.752890,0.724121,0.745370
1124,56.2,0.750439,0.922816,0.747638,0.748502,0.599926,0.752311,0.729221,0.461783
1125,56.25,0.749408,0.519762,0.747194,0.722832,0.513481,0.751960,0.718124,0.824390
1126,56.300000000000004,0.748540,0.588084,0.746315,0.724201,0.591958,0.750451,0.735078,0.723146
1127,56.35,0.747323,0.502188,0.747466,0.728021,0.664854,0.749536,0.723630,0.597481
1128,56.400000000000006,0.747969,0.433493,0.746759,0.736500,0.621708,0.749527,0.721934,0.626353
1129,56.45,0.747331,0.356538,0.747829,0.742426,0.628986,0.749193,0.731918,0.571043
1130,56.5,0.748257,0.313294,0.747094,0.745803,0.519577,0.749429,0.722805,0.587047
1131,56.550000000000004,0.747724,0.271588,0.746095,0.749673,0.602783,0.749401,0.720417,0.533518
1132,56.6,0.746799,0.268353,0.747169,0.750199,0.535468,0.749782,0.733770,0.477364
1133,56.650000000000006,0.747611,0.871157,0.746290,0.749304,0.524934,0.749862,0.719260,0.432026
1134,56.7,0.746979,0.100815,0.747364,0.746346,0.563199,0.748791,0.733060,0.551982
1135,56.75,0.747916,0.966171,0.746826,0.747878,0.524080,0.749692,0.720501,0.351227
1136,56.800000000000004,0.747396,0.675691,0.747848,0.746808,0.485532,0.749064,0.715566,0.482450
1137,56.85,0.746422,0.759744,0.747429,0.749236,0.652415,0.749821,0.724156,0.338294
1138,56.900000000000006,0.747598,0.738596,0.746411,0.747240,0.524470,0.797844,0.714089,0.459369
1139,56.95,0.746671,0.742159,0.754364,0.749037,0.562183,0.692651,0.709237,0.392547
1140,57.0,0.747927,0.008652,0.750092,0.748464,0.498988,0.724764,0.701312,0.412559
1141,57.050000000000004,0.747344,0.950225,0.750942,0.746091,0.551555,0.720604,0.707486,0.167383
1142,57.1,0.748247,0.692446,0.750337,0.748356,0.387965,0.721055,0.694033,0.900066
1143,57.150000000000006,0.747880,0.754648,0.749264,0.749511,0.622443,0.720658,0.687055,0.237227
1144,57.2,0.746976,0.319511,0.749448,0.749171,0.338590,0.722835,0.679286,0.884425
1145,57.25,0.747940,0.865784,0.749122,0.745908,0.677431,0.722082,0.680631,0.193599
1146,57.300000000000004,0.747243,0.724626,0.690906,0.749269,0.355747,0.717968,0.677470,0.896805
1147,57.35,0.753977,0.756914,0.744871,0.748035,0.637980,0.703612,0.617924,0.309508
1148,57.400000000000006,0.749742,0.431469,0.734507,0.749278,0.445256,0.703173,0.661733,0.866685
1149,57.45,0.753792,0.837928,0.735561,0.746721,0.618034,0.706182,0.617108,0.201721
1150,57.5,0.747321,0.360817,0.734761,0.749260,0.358044,0.702798,0.773752,0.894598
1151,57.550000000000004,0.754876,0.854415,0.716939,0.472387,0.620100,0.702769,0.570966,0.132996
1152,57.6,0.745609,0.333679,0.735207,0.822589,0.380309,0.702796,0.788870,0.913006
1153,57.650000000000006,0.754945,0.861253,0.709402,0.725260,0.633527,0.702648,0.728235,0.192846
1154,57.7,0.745470,0.716214,0.712604,0.753012,0.328416,0.700916,0.747342,0.896387
1155,57.75,0.830073,0.756234,0.703961,0.744530,0.671111,0.703590,0.449620,0.705404
1156,57.800000000000004,0.677953,0.744332,0.697479,0.755130,0.528095,0.728491,0.821445,0.757923
1157,57.85,0.763123,0.748474,0.675447,0.749662,0.577918,0.714659,0.721862,0.741642
1158,57.900000000000006,0.741441,0.746945,0.683349,0.751060,0.792981,0.720161,0.750755,0.465071
1159,57.95,0.747456,0.505077,0.652929,0.753576,0.361058,0.712948,0.744410,0.823169
1160,58.0,0.744978,0.813399,0.614762,0.746291,0.851353,0.708063,0.746156,0.414988
1161,58.050000000000004,0.745234,0.455691,0.640752,0.753753,0.719667,0.713074,0.745452,0.837087
1162,58.1,0.746057,0.826988,0.581530,0.745061,0.755141,0.704799,0.747588,0.722034
1163,58.150000000000006,0.745574,0.726212,0.568630,0.818855,0.744645,0.699618,0.747815,0.754493
1164,58.2,0.744324,0.760170,0.577503,0.701918,0.748745,0.702896,0.748863,0.745450
1165,58.25,0.742873,0.749212,0.543172,0.739121,0.747043,0.694137,0.748583,0.749208
1166,58.300000000000004,0.743976,0.750970,0.534003,0.734236,0.748385,0.687394,0.747533,0.747883
1167,58.35,0.742550,0.750127,0.519662,0.735926,0.747552,0.695343,0.746617,0.747270
