step,t_sec,agent_1_speed,agent_2_speed,agent_3_speed,agent_4_speed,agent_5_speed,agent_6_speed,agent_7_speed,agent_8_speed
292,14.600000000000001,0.746192,0.732853,0.735277,0.689136,0.721100,0.748971,0.746091,0.742322
293,14.65,0.745284,0.735831,0.750926,0.690628,0.720402,0.748414,0.746585,0.745398
294,14.700000000000001,0.746457,0.733249,0.745564,0.658958,0.715267,0.750900,0.746295,0.744337
295,14.75,0.753797,0.433790,0.747862,0.633891,0.712306,0.754386,0.745333,0.746582
296,14.8,0.750200,0.627962,0.746873,0.641129,0.749448,0.754017,0.746897,0.746743
297,14.850000000000001,0.750603,0.561244,0.745957,0.591664,0.697605,0.755606,0.745792,0.748203
298,14.9,0.748976,0.586563,0.747188,0.573245,0.707794,0.755368,0.747050,0.749769
299,14.950000000000001,0.749204,0.644500,0.746227,0.566604,0.696705,0.754244,0.746444,0.750339
300,15.0,0.748909,0.621162,0.747258,0.540059,0.691262,0.756110,0.745384,0.750633
301,15.05,0.749037,0.625804,0.746689,0.520803,0.684132,0.754968,0.746491,0.749363
302,15.100000000000001,0.749063,0.669239,0.745661,0.505766,0.688187,0.756501,0.745628,0.748748
303,15.15,0.748023,0.649322,0.746778,0.528996,0.677891,0.755373,0.746660,0.747483
304,15.200000000000001,0.810855,0.650577,0.745927,0.504475,0.668271,0.754448,0.746225,0.747867
305,15.25,0.727840,0.615289,0.747151,0.510417,0.682173,0.746159,0.754477,0.747075
306,15.3,0.751796,0.665305,0.746452,0.505360,0.664225,0.747147,0.750349,0.745451
307,15.350000000000001,0.748653,0.639613,0.745553,0.545429,0.652799,0.744365,0.750131,0.745837
308,15.4,0.748541,0.638941,0.746693,0.534185,0.660993,0.742821,0.749689,0.744893
309,15.450000000000001,0.747117,0.669518,0.745800,0.543317,0.641120,0.742865,0.749623,0.536908
310,15.5,0.750401,0.651357,0.745044,0.491354,0.627417,0.741728,0.750979,0.801193
311,15.55,0.747244,0.677070,0.745841,0.610642,0.649749,0.724941,0.747384,0.498549
312,15.600000000000001,0.746533,0.661457,0.570831,0.509661,0.631832,0.729053,0.751917,0.811324
313,15.65,0.748588,0.657359,0.793756,0.807093,0.610907,0.729364,0.770024,0.497553
314,15.700000000000001,0.745012,0.678025,0.738045,0.477488,0.654997,0.725970,0.699816,0.811369
315,15.75,0.748723,0.664403,0.756498,0.825922,0.606487,0.726542,0.722735,0.540326
316,15.8,0.743857,0.658780,0.744988,0.506545,0.642616,0.720779,0.721918,0.800695
317,15.850000000000001,0.741676,0.651216,0.752780,0.816621,0.628774,0.713582,0.722031,0.564973
318,15.9,0.742541,0.643407,0.745667,0.532481,0.644595,0.717835,0.721105,0.794711
319,15.950000000000001,0.737160,0.665708,0.750848,0.804502,0.606979,0.703884,0.725684,0.729249
320,16.0,0.731811,0.649634,0.746145,0.733248,0.656582,0.689686,0.722681,0.749775
321,16.05,0.733271,0.643508,0.748387,0.749746,0.630866,0.685368,0.721908,0.743670
322,16.1,0.723767,0.633342,0.874018,0.596741,0.631256,0.658437,0.725220,0.746472
323,16.150000000000002,0.723604,0.778646,0.626330,0.786346,0.774465,0.621388,0.705440,0.754404
324,16.2,0.714862,0.738119,0.667901,0.734156,0.734618,0.611683,0.702798,0.748082
325,16.25,0.707607,0.747177,0.672439,0.749565,0.747396,0.552298,0.705772,0.749779
326,16.3,0.710575,0.573453,0.665263,0.744374,0.743854,0.471889,0.696992,0.748495
327,16.35,0.709698,0.605129,0.645813,0.746681,0.746296,0.470892,0.689504,0.748808
328,16.400000000000002,0.712864,0.569797,0.640194,0.745429,0.745347,0.367522,0.695689,0.748671
329,16.45,0.730678,0.608831,0.622334,0.744618,0.744776,0.318291,0.683409,0.747613
330,16.5,0.737137,0.550622,0.650991,0.745476,0.745912,0.273221,0.692685,0.748161
331,16.55,0.743880,0.514958,0.619670,0.744728,0.745207,0.266481,0.679150,0.747750
332,16.6,0.749665,0.542176,0.605529,0.745668,0.746387,0.376135,0.667175,0.912566
333,16.650000000000002,0.746725,0.508031,0.592454,0.752898,0.745843,0.343103,0.760581,0.651910
334,16.7,0.752867,0.469610,0.610653,0.749086,0.745204,0.378488,0.738802,0.715002
335,16.75,0.757594,0.452513,0.572110,0.749413,0.746183,0.403380,0.742558,0.697763
336,16.8,0.749446,0.433709,0.550345,0.747780,0.745436,0.440993,0.744757,0.675881
337,16.85,0.756246,0.542941,0.518090,0.748153,0.746380,0.530985,0.743911,0.649707
338,16.900000000000002,0.749676,0.491554,0.585412,0.747967,0.745673,0.806824,0.743018,0.655969
339,16.95,0.751113,0.566558,0.522169,0.747038,0.746625,0.378103,0.746363,0.605760
340,17.0,0.753792,0.495087,0.806299,0.747583,0.746190,0.847122,0.745571,0.570901
341,17.05,0.750589,0.594294,0.455991,0.747242,0.745046,0.359465,0.743723,0.601319
342,17.1,0.751767,0.443901,0.826410,0.727323,0.746169,0.851077,0.746636,0.528421
343,17.150000000000002,0.749761,0.827271,0.709626,0.691554,0.751655,0.716289,0.746895,0.536589
344,17.2,0.751694,0.467600,0.750676,0.687141,0.750341,0.754623,0.746776,0.500753
345,17.25,0.749729,0.824437,0.735043,0.680724,0.749553,0.483389,0.749893,0.517822
346,17.3,0.747240,0.730354,0.739698,0.649724,0.751636,0.819131,0.747759,0.570967
347,17.35,0.749474,0.755095,0.741723,0.613771,0.746634,0.727424,0.746611,0.534010
348,17.400000000000002,0.748188,0.747643,0.742445,0.609285,0.749066,0.753522,0.748658,0.543179
349,17.45,0.749121,0.748676,0.744747,0.536171,0.748114,0.746165,0.743544,0.534029
350,17.5,0.748513,0.747297,0.745161,0.487245,0.748558,0.749224,0.558515,0.534435
351,17.55,0.747644,0.748437,0.748140,0.431440,0.747310,0.748129,0.575308,0.473465
352,17.6,0.748539,0.747616,0.748773,0.454950,0.796861,0.747422,0.569060,0.562272
353,17.650000000000002,0.753080,0.748805,0.747675,0.817306,0.695116,0.748535,0.539979,0.504124
354,17.7,0.750418,0.747985,0.747880,0.712209,0.726521,0.747812,0.496463,0.509433
355,17.75,0.750541,0.747102,0.748892,0.022114,0.722684,0.748794,0.430936,0.547393
356,17.8,0.750261,0.747958,0.748302,0.937661,0.723352,0.748224,0.433679,0.456874
357,17.85,0.750283,0.747195,0.745796,0.680709,0.721719,0.749099,0.487339,0.490954
358,17.900000000000002,0.749183,0.748230,0.747422,0.755002,0.727871,0.748658,0.376515,0.460287
359,17.95,0.749587,0.747646,0.747253,0.738491,0.723400,0.747747,0.393274,0.537784
360,18.0,0.749231,0.746729,0.747532,0.098758,0.728648,0.748683,0.443104,0.473632
361,18.05,0.714791,0.747830,0.746476,0.969773,0.725121,0.748044,0.221508,0.449240
362,18.1,0.754717,0.746928,0.747120,0.680293,0.758308,0.754669,0.486995,0.380758
363,18.150000000000002,0.743297,0.748166,0.749016,0.761632,0.749746,0.750887,0.327172,0.467320
364,18.2,0.749493,0.747617,0.748379,0.738235,0.750705,0.750541,0.432798,0.451963
365,18.25,0.746373,0.748662,0.747888,0.187834,0.749143,0.750175,0.830069,0.458923
366,18.3,0.745343,0.748060,0.745603,0.896840,0.749768,0.750097,0.086091,0.546108
367,18.35,0.748381,0.747140,0.747920,0.717475,0.748622,0.750114,0.922888,0.271416
368,18.400000000000002,0.742671,0.748132,0.748599,0.761115,0.750704,0.750050,0.323522,0.711936
369,18.45,0.745312,0.747516,0.748067,0.383662,0.747459,0.748985,0.862658,0.415929
370,18.5,0.743276,0.748526,0.367762,0.849627,0.748984,0.748242,0.214490,0.634459
371,18.55,0.696441,0.751986,0.851526,0.268048,0.751481,0.605528,0.890854,0.461079
372,18.6,0.704163,0.755364,0.717105,0.881615,0.749844,0.641748,0.110818,0.643184
373,18.650000000000002,0.706224,0.746835,0.756593,0.330885,0.748196,0.596957,0.918027,0.364914
374,18.7,0.694417,0.755548,0.461411,0.864838,0.747248,0.629613,0.204539,0.656102
375,18.75,0.706263,0.745471,0.825076,0.324567,0.747953,0.582660,0.893204,0.445163
376,18.8,0.689353,0.755234,0.476061,0.863948,0.748120,0.554879,0.164009,0.650570
377,18.85,0.677757,0.744238,0.821308,0.376507,0.762235,0.593178,0.903623,0.380170
378,18.900000000000002,0.697070,0.897114,0.724113,0.849463,0.758270,0.540347,0.255975,0.695791
379,18.95,0.672076,0.714486,0.764433,0.717678,0.734697,0.528266,0.879434,0.435223
380,19.0,0.655516,0.760858,0.745286,0.756171,0.741252,0.501893,0.708688,0.654954
381,19.05,0.681794,0.753320,0.752448,0.745588,0.710814,0.578193,0.756607,0.551745
382,19.1,0.658104,0.735534,0.749613,0.749133,0.722627,0.522853,0.742521,0.596163
383,19.150000000000002,0.637058,0.755617,0.749452,0.748095,0.712618,0.535145,0.480128,0.626712
384,19.200000000000003,0.667784,0.730288,0.752765,0.745323,0.721830,0.586895,0.818634,0.608111
385,19.25,0.643080,0.731416,0.747456,0.747802,0.705134,0.786586,0.725028,0.640581
386,19.3,0.648671,0.732169,0.904141,0.746848,0.687852,0.469320,0.506401,0.617027
387,19.35,0.782391,0.721914,0.452999,0.755620,0.688816,0.820615,0.810977,0.622066
388,19.400000000000002,0.745628,0.720009,0.641861,0.751495,0.646469,0.724035,0.726555,0.638680
389,19.450000000000003,0.472998,0.716156,0.632383,0.751302,0.606483,0.753831,0.523886,0.620712
390,19.5,0.825672,0.709163,0.578652,0.750049,0.604266,0.497150,0.805690,0.623511
391,19.55,0.416938,0.702329,0.636876,0.750504,0.552488,0.815196,0.729351,0.637776
392,19.6,0.840427,0.704265,0.526822,0.750524,0.442627,0.401772,0.749850,0.621761
393,19.650000000000002,0.319086,0.706067,0.678613,0.750726,0.471476,0.841655,0.510369,0.650984
394,19.700000000000003,0.864834,0.704793,0.518605,0.748088,0.325988,0.375819,0.809608,0.607514
395,19.75,0.240664,0.723138,0.653111,0.926078,0.320376,0.503321,0.516508,0.640538
396,19.8,0.886452,0.726952,0.517269,0.668123,0.263584,0.485977,0.813179,0.622939
397,19.85,0.272984,0.734309,0.642783,0.718286,0.259749,0.396171,0.733364,0.643215
398,19.900000000000002,0.876026,0.742041,0.463049,0.729552,0.375606,0.396488,0.753261,0.625330
399,19.950000000000003,0.228289,0.739466,0.626524,0.697052,0.341934,0.383136,0.747018,0.652829
400,20.0,0.480438,0.748827,0.395089,0.726057,0.379536,0.357225,0.748517,0.638124
401,20.05,0.333864,0.761150,0.595875,0.712789,0.405653,0.493368,0.746493,0.659595
402,20.1,0.429442,0.752531,0.436075,0.721112,0.839569,0.396800,0.746917,0.647734
403,20.150000000000002,0.335932,0.759724,0.487975,0.709077,0.320438,0.838207,0.746432,0.645903
404,20.200000000000003,0.855233,0.755086,0.396262,0.724946,0.864381,0.145376,0.762484,0.661968
405,20.25,0.126954,0.759385,0.572560,0.688315,0.315784,0.907569,0.530640,0.761299
406,20.3,0.889097,0.754657,0.290892,0.723697,0.865494,0.157494,0.608728,0.741001
407,20.35,0.670836,0.755038,0.615515,0.694544,0.713273,0.905545,0.565304,0.740173
408,20.400000000000002,0.739385,0.756884,0.519754,0.709481,0.757144,0.705956,0.778253,0.742141
409,20.450000000000003,0.712525,0.754693,0.557513,0.676336,0.745684,0.761650,0.713835,0.741790
410,20.5,0.725809,0.756147,0.532297,0.677388,0.747571,0.747820,0.727765,0.741692
411,20.55,0.715597,0.754586,0.787876,0.630171,0.748288,0.751568,0.729352,0.740663
412,20.6,0.708787,0.753887,0.719952,0.579836,0.747687,0.749244,0.715398,0.741672
413,20.650000000000002,0.714564,0.754412,0.738635,0.550460,0.748777,0.354216,0.711884,0.740842
414,20.700000000000003,0.707806,0.753693,0.739278,0.455431,0.745913,0.855823,0.714635,0.788386
415,20.75,0.721376,0.750573,0.731372,0.357822,0.748624,0.718477,0.697052,0.677631
416,20.8,0.728686,0.751548,0.735489,0.282100,0.748093,0.756695,0.697535,0.711289
417,20.85,0.735889,0.750525,0.730995,0.268448,0.747013,0.745763,0.670027,0.707912
418,20.900000000000002,0.745661,0.750706,0.728069,0.202327,0.748332,0.749729,0.645926,0.708001
419,20.950000000000003,0.747347,0.749377,0.732352,0.212258,0.747407,0.748293,0.633607,0.706123
420,21.0,0.747468,0.749818,0.252287,0.875550,0.748607,0.747547,0.573776,0.712119
421,21.05,0.743092,0.749646,0.848871,0.256215,0.747822,0.748454,0.548991,0.703421
422,21.1,0.746702,0.749958,0.078258,0.949067,0.746939,0.747703,0.190354,0.709564
423,21.150000000000002,0.744915,0.749914,0.460278,0.677044,0.747833,0.748865,0.620260,0.708546
424,21.200000000000003,0.747142,0.748896,0.794764,0.751345,0.747209,0.748238,0.397682,0.703038
425,21.25,0.747289,0.749668,0.070741,0.716290,0.748219,0.749456,0.432683,0.695419
426,21.3,0.747569,0.749158,0.928799,0.752911,0.747690,0.748642,0.236504,0.712501
427,21.35,0.748428,0.722135,0.858161,0.714673,0.748753,0.747682,0.407806,0.695050
428,21.400000000000002,0.489118,0.745362,0.473785,0.707824,0.754372,0.748829,0.848332,0.669633
429,21.450000000000003,0.582953,0.732087,0.606317,0.708396,0.753082,0.746956,0.731369,0.679564
430,21.5,0.601883,0.743992,0.506766,0.713839,0.752181,0.747340,0.762160,0.667490
431,21.55,0.589684,0.737220,0.595681,0.708759,0.751828,0.399977,0.753835,0.657481
432,21.6,0.509829,0.738808,0.534220,0.705609,0.750945,0.840672,0.755035,0.666389
433,21.650000000000002,0.609871,0.740815,0.523757,0.711754,0.752199,0.720171,0.753260,0.745499
434,21.700000000000003,0.598148,0.733485,0.560613,0.704724,0.750313,0.451130,0.755213,0.726835
435,21.75,0.538135,0.730844,0.530978,0.701502,0.880772,0.825753,0.751772,0.732662
436,21.8,0.609354,0.705485,0.527324,0.632937,0.714535,0.732511,0.754815,0.735802
437,21.85,0.607913,0.701082,0.590222,0.587770,0.763427,0.754638,0.750317,0.736895
438,21.900000000000002,0.603259,0.695548,0.559934,0.532783,0.748352,0.748249,0.759720,0.741743
439,21.950000000000003,0.598254,0.696213,0.574273,0.558145,0.756883,0.749239,0.756351,0.740013
440,22.0,0.628960,0.678255,0.615347,0.487991,0.748719,0.747559,0.752898,0.738590
441,22.05,0.612038,0.667031,0.595781,0.465959,0.749915,0.748046,0.751690,0.741200
442,22.1,0.611527,0.661540,0.787721,0.440213,0.748261,0.747452,0.754323,0.741131
443,22.150000000000002,0.636787,0.630913,0.510593,0.431244,0.749879,0.907537,0.751240,0.744424
444,22.200000000000003,0.778937,0.595534,0.811086,0.482405,0.748300,0.560957,0.751996,0.742574
445,22.25,0.737743,0.591332,0.728628,0.448608,0.746128,0.655459,0.749918,0.745274
446,22.3,0.749625,0.525283,0.752172,0.459416,0.747141,0.640922,0.749274,0.745570
447,22.35,0.744974,0.482765,0.745478,0.459756,0.744999,0.617451,0.750143,0.747461
448,22.400000000000002,0.746988,0.494630,0.748462,0.818726,0.747671,0.581932,0.748932,0.749499
449,22.450000000000003,0.745896,0.425909,0.747374,0.724237,0.742682,0.666734,0.749786,0.749904
450,22.5,0.746902,0.418618,0.746638,0.750545,0.743033,0.607548,0.749050,0.750547
451,22.55,0.746304,0.832081,0.747584,0.429284,0.489240,0.609135,0.749708,0.748894
452,22.6,0.745520,0.155039,0.746774,0.832526,0.580738,0.508590,0.749352,0.747794
453,22.650000000000002,0.788183,0.907909,0.747924,0.292824,0.377683,0.610906,0.748397,0.746933
454,22.700000000000003,0.682588,0.701149,0.747285,0.869284,0.535832,0.479442,0.753048,0.747528
455,22.75,0.713678,0.756476,0.748630,0.249460,0.801471,0.640649,0.749897,0.748737
456,22.8,0.712999,0.737215,0.747886,0.880365,0.351116,0.402139,0.750409,0.747264
457,22.85,0.711327,0.748167,0.746884,0.314298,0.850391,0.635344,0.749989,0.748762
458,22.900000000000002,0.713621,0.740103,0.748055,0.862387,0.316061,0.387374,0.748805,0.748371
459,22.950000000000003,0.714751,0.120324,0.747296,0.242671,0.861731,0.618565,0.749169,0.749202
460,23.0,0.716449,0.913960,0.748204,0.882367,0.145932,0.432070,0.748842,0.745527
461,23.05,0.711661,0.705062,0.747664,0.228491,0.907198,0.631690,0.749341,0.749322
462,23.1,0.719804,0.762618,0.746744,0.882399,0.257825,0.375045,0.749050,0.749075
463,23.150000000000002,0.711919,0.744616,0.747744,0.183313,0.879275,0.632197,0.748120,0.748123
464,23.200000000000003,0.721869,0.752576,0.747105,0.893804,0.373275,0.415666,0.694451,0.749338
465,23.25,0.704361,0.395844,0.753163,0.292307,0.850313,0.806616,0.754959,0.748581
466,23.3,0.709071,0.845263,0.754085,0.867594,0.243379,0.688611,0.709700,0.747268
467,23.35,0.710193,0.725891,0.748154,0.269346,0.884188,0.733808,0.741650,0.748689
468,23.400000000000002,0.707472,0.755721,0.751245,0.875500,0.317846,0.705421,0.708343,0.747148
469,23.450000000000003,0.706332,0.466516,0.748776,0.206375,0.864172,0.702852,0.723727,0.748341
470,23.5,0.708249,0.826320,0.753259,0.888181,0.315833,0.693816,0.699803,0.745593
471,23.55,0.706186,0.410131,0.747426,0.709539,0.864523,0.671970,0.707898,0.748072
472,23.6,0.703587,0.841404,0.754514,0.754740,0.715037,0.673381,0.681937,0.488319
473,23.650000000000002,0.706718,0.723573,0.814277,0.741364,0.757049,0.641090,0.681958,0.816996
474,23.700000000000003,0.728032,0.754136,0.732037,0.746503,0.745632,0.582761,0.647013,0.734878
475,23.75,0.711645,0.746895,0.758066,0.746439,0.749776,0.571112,0.621800,0.755004
476,23.8,0.719056,0.748336,0.749836,0.745392,0.748335,0.483035,0.608756,0.749390
477,23.85,0.710226,0.748570,0.754914,0.745173,0.747668,0.385509,0.569345,0.750582
478,23.900000000000002,0.704422,0.748215,0.752873,0.746300,0.748748,0.294166,0.567198,0.749143
479,23.950000000000003,0.711254,0.747238,0.752420,0.313953,0.748016,0.323558,0.591594,0.749531
480,24.0,0.701663,0.748133,0.750944,0.862913,0.441173,0.207941,0.640458,0.749153
481,24.05,0.695675,0.745378,0.752062,0.713634,0.831639,0.231029,0.686597,0.694205
482,24.1,0.715285,0.754202,0.750022,0.755067,0.724949,0.206209,0.824102,0.734490
483,24.150000000000002,0.698300,0.750046,0.580398,0.473825,0.755098,0.907193,0.731986,0.650558
484,24.200000000000003,0.697953,0.754220,0.655970,0.592719,0.745119,0.721585,0.757992,0.679593
485,24.25,0.694056,0.751561,0.626389,0.552765,0.747704,0.770402,0.751947,0.624121
486,24.3,0.686421,0.751722,0.629163,0.625377,0.464696,0.758764,0.753136,0.580067
487,24.35,0.698801,0.749733,0.664334,0.532373,0.822849,0.761596,0.754576,0.588602
488,24.400000000000002,0.689456,0.751528,0.646750,0.625634,0.724795,0.763260,0.753245,0.516799
489,24.450000000000003,0.686373,0.750606,0.647102,0.623770,0.497517,0.761828,0.751744,0.493851
490,24.5,0.694343,0.856884,0.664513,0.573955,0.812733,0.761547,0.752634,0.459131
491,24.55,0.688128,0.712807,0.763065,0.793538,0.733322,0.765513,0.420884,0.528880
492,24.6,0.688848,0.753477,0.578458,0.735394,0.754784,0.761179,0.520033,0.497288
493,24.650000000000002,0.690507,0.744203,0.675628,0.751138,0.748533,0.761192,0.507819,0.502318
494,24.700000000000003,0.686805,0.746175,0.625097,0.747859,0.750027,0.764643,0.513702,0.590578
495,24.75,0.683297,0.747324,0.625278,0.748622,0.748569,0.760758,0.521216,0.560555
496,24.8,0.687330,0.450050,0.640453,0.747442,0.749081,0.767881,0.581384,0.570810
497,24.85,0.680493,0.826399,0.623672,0.746332,0.752330,0.759887,0.479198,0.579395
498,24.900000000000002,0.676955,0.465993,0.598950,0.747220,0.729254,0.759447,0.590218,0.643029
499,24.950000000000003,0.747103,0.822283,0.640685,0.755788,0.724867,0.758310,0.531521,0.608338
500,25.0,0.734796,0.723045,0.599933,0.752325,0.716250,0.753067,0.600898,0.620442
501,25.05,0.739671,0.529369,0.639700,0.751393,0.719355,0.757252,0.560387,0.663120
502,25.1,0.742721,0.803577,0.605046,0.750655,0.705337,0.752413,0.580073,0.643487
503,25.150000000000002,0.741421,0.528990,0.599902,0.750806,0.687473,0.752801,0.788655,0.642902
504,25.200000000000003,0.743672,0.805321,0.614998,0.747254,0.688548,0.750972,0.456115,0.677584
505,25.25,0.745061,0.506258,0.546272,0.752855,0.659126,0.752392,0.822961,0.658846
506,25.3,0.746317,0.812154,0.799162,0.744616,0.627746,0.750953,0.466943,0.657382
507,25.35,0.747199,0.726621,0.732452,0.706430,0.621060,0.749923,0.819916,0.681018
508,25.400000000000002,0.746462,0.759247,0.749646,0.728576,0.579413,0.741873,0.725668,0.625793
509,25.450000000000003,0.748564,0.748846,0.744236,0.714200,0.547243,0.742721,0.751340,0.632426
510,25.5,0.749327,0.750347,0.747020,0.722062,0.517447,0.740915,0.745798,0.657276
511,25.55,0.750276,0.749750,0.745663,0.712531,0.527617,0.738813,0.747124,0.640814
512,25.6,0.750230,0.749604,0.747069,0.707098,0.483173,0.739336,0.745680,0.635847
513,25.650000000000002,0.749033,0.749678,0.746290,0.713223,0.470705,0.742037,0.747141,0.626738
514,25.700000000000003,0.748167,0.749670,0.747510,0.701749,0.453568,0.745553,0.746126,0.619764
515,25.75,0.746658,0.748541,0.746868,0.694099,0.488322,0.739343,0.747402,0.648828
516,25.8,0.747014,0.775863,0.745850,0.698617,0.462896,0.739372,0.746741,0.630938
517,25.85,0.745955,0.697931,0.747177,0.680927,0.474467,0.740378,0.753583,0.626579
518,25.900000000000002,0.746100,0.723458,0.746339,0.668105,0.819220,0.739065,0.750382,0.618760
519,25.950000000000003,0.747138,0.722134,0.747438,0.667673,0.724370,0.736600,0.750287,0.715080
520,26.0,0.746130,0.718886,0.746897,0.632049,0.750400,0.739830,0.749883,0.682886
521,26.05,0.747213,0.719111,0.745782,0.606777,0.742381,0.739755,0.749862,0.678267
522,26.1,0.746890,0.722973,0.746896,0.602026,0.746874,0.741931,0.748598,0.683114
523,26.150000000000002,0.747820,0.719738,0.746161,0.543343,0.748772,0.741760,0.749085,0.661335
524,26.200000000000003,0.747707,0.719364,0.747120,0.504170,0.745346,0.744809,0.748626,0.639353
525,26.25,0.746712,0.722299,0.746659,0.465295,0.756291,0.745622,0.727985,0.660226
526,26.3,0.747962,0.703747,0.753693,0.479566,0.747085,0.745166,0.692552,0.619386
527,26.35,0.747264,0.706065,0.749870,0.423372,0.756110,0.747275,0.689611,0.581050
528,26.400000000000002,0.748241,0.707363,0.749569,0.832771,0.750163,0.746940,0.693526,0.583991
529,26.450000000000003,0.747803,0.704491,0.749435,0.121073,0.755142,0.745636,0.683196,0.541284
530,26.5,0.748508,0.701934,0.749305,0.917155,0.750596,0.744946,0.642017,0.420069
531,26.55,0.748152,0.705297,0.749570,0.697681,0.753052,0.744519,0.677531,0.483325
532,26.6,0.747025,0.702080,0.749588,0.758259,0.750280,0.746570,0.631879,0.496461
533,26.650000000000002,0.748131,0.708054,0.748579,0.741596,0.749544,0.746040,0.615931,0.801000
534,26.700000000000003,0.747418,0.701636,0.728236,0.740517,0.750255,0.747495,0.623209,0.717023
535,26.75,0.754135,0.722123,0.740299,0.741235,0.749053,0.747306,0.556734,0.743421
536,26.8,0.750402,0.718847,0.739530,0.743193,0.750008,0.748318,0.526322,0.737112
537,26.85,0.750052,0.717837,0.742735,0.740535,0.749385,0.748240,0.474603,0.742500
538,26.900000000000002,0.749693,0.714478,0.741490,0.746460,0.748345,0.747394,0.504387,0.189317
539,26.950000000000003,0.749483,0.719240,0.741706,0.757474,0.749070,0.748668,0.284616,0.892484
540,27.0,0.749576,0.718907,0.740210,0.743671,0.748514,0.748222,0.534997,0.705433
541,27.05,0.749533,0.710533,0.742381,0.755690,0.749220,0.749324,0.354918,0.756981
542,27.1,0.748517,0.717386,0.738390,0.748066,0.748928,0.748639,0.451753,0.742637
543,27.150000000000002,0.800896,0.713565,0.743134,0.754345,0.749806,0.747708,0.456615,0.220579
544,27.200000000000003,0.671851,0.740453,0.739452,0.294165,0.753560,0.748627,0.242068,0.887836
545,27.25,0.704102,0.737294,0.739941,0.873233,0.755038,0.344597,0.561351,0.039799
546,27.3,0.700251,0.739460,0.744438,0.170042,0.746417,0.857168,0.083634,0.954763
547,27.35,0.696648,0.742020,0.738054,0.906039,0.756704,0.715232,0.634296,0.007362
548,27.400000000000002,0.694236,0.741137,0.744889,0.280733,0.746108,0.755528,0.130036,0.946861
549,27.450000000000003,0.700807,0.663670,0.737543,0.874831,0.756407,0.446770,0.652801,0.027648
550,27.5,0.696553,0.761152,0.736068,0.284859,0.744709,0.828957,0.097480,0.938833
551,27.55,0.729209,0.650661,0.745911,0.872981,0.902251,0.462725,0.649086,0.133820
552,27.6,0.734378,0.673322,0.732598,0.353554,0.661752,0.835139,0.134390,0.910252
553,27.650000000000002,0.716195,0.657479,0.743607,0.854484,0.730768,0.725064,0.638277,0.253736
554,27.700000000000003,0.723342,0.653534,0.730065,0.404769,0.719237,0.762749,0.290609,0.878075
555,27.75,0.717955,0.628119,0.731070,0.840008,0.720324,0.744199,0.624474,0.250917
556,27.8,0.715318,0.658667,0.733791,0.719058,0.728093,0.755794,0.303682,0.878064
557,27.85,0.698951,0.619667,0.726850,0.753655,0.722577,0.745804,0.666333,0.416601
558,27.900000000000002,0.715059,0.653825,0.724716,0.516683,0.720728,0.754000,0.431640,0.833934
559,27.950000000000003,0.693983,0.616105,0.719489,0.809440,0.727299,0.829987,0.669115,0.435554
560,28.0,0.736311,0.781184,0.643107,0.736094,0.721378,0.681889,0.499870,0.828940
561,28.05,0.723067,0.738845,0.645715,0.757177,0.717228,0.726653,0.664056,0.459449
562,28.1,0.714168,0.750929,0.636424,0.747599,0.725136,0.716789,0.533428,0.823370
563,28.150000000000002,0.714541,0.749411,0.628488,0.752413,0.720157,0.711018,0.804751,0.503863
564,28.200000000000003,0.693731,0.748480,0.620375,0.746547,0.717510,0.694790,0.497416,0.811457
565,28.25,0.674204,0.512058,0.646574,0.751567,0.724805,0.703344,0.816519,0.726606
566,28.3,0.657219,0.807575,0.628689,0.746591,0.720077,0.679426,0.491442,0.751013
567,28.35,0.608532,0.729513,0.621920,0.751965,0.726287,0.646517,0.818748,0.567860
568,28.400000000000002,0.545226,0.748800,0.642932,0.821714,0.721751,0.645576,0.728668,0.794922
569,28.450000000000003,0.460259,0.518772,0.622968,0.723484,0.737189,0.601880,0.753758,0.740479
570,28.5,0.405262,0.806335,0.609944,0.751092,0.738286,0.631401,0.744443,0.756478
571,28.55,0.287523,0.528831,0.652147,0.746923,0.736729,0.606799,0.746520,0.747941
572,28.6,0.225237,0.804113,0.606827,0.748105,0.735871,0.638820,0.557232,0.753431
573,28.650000000000002,0.149405,0.472265,0.578488,0.745724,0.733488,0.699196,0.797652,0.747393
574,28.700000000000003,0.042942,0.819682,0.585095,0.749054,0.735558,0.676447,0.558612,0.752430
575,28.75,0.901964,0.564973,0.780332,0.754907,0.732809,0.369525,0.797692,0.745961
576,28.8,0.658482,0.668013,0.729692,0.752142,0.733468,0.520041,0.730223,0.751223
577,28.85,0.730779,0.656704,0.745105,0.753271,0.727495,0.470287,0.749313,0.748984
578,28.900000000000002,0.714801,0.655406,0.742265,0.751102,0.728421,0.580920,0.566125,0.773809
579,28.950000000000003,0.739258,0.671986,0.744565,0.752066,0.721201,0.536888,0.797843,0.731599
580,29.0,0.730097,0.674001,0.744828,0.729214,0.713066,0.552377,0.736024,0.745602
581,29.05,0.737790,0.665828,0.744239,0.731788,0.714619,0.541155,0.751179,0.744766
582,29.1,0.733603,0.680975,0.745658,0.732061,0.704537,0.610310,0.746562,0.743105
583,29.150000000000002,0.732169,0.671455,0.746468,0.728585,0.707741,0.575441,0.747654,0.741825
584,29.200000000000003,0.736292,0.669614,0.747171,0.725566,0.691230,0.580391,0.746059,0.747720
